CEH,Cryptography,MCQ,"During a pentest, AES stands for: (SOC Analyst)",Advanced Encryption Standard|Applied Encoding System|Asymmetric Encryption Standard|Algorithmic Encoding Scheme,0,AES is the Advanced Encryption Standard.,Easy
CEH,Exploitation,MCQ,"In an assessment, Tool sqlmap automates: (Threat Intel)",SQL injection|XSS|Brute force|ARP spoofing,0,sqlmap automates detection/exploitation of SQLi.,Easy
CEH,Social Engineering,MCQ,"In an assessment, Phishing mainly relies on: (Threat Intel)",Malware|User trust|Firewall misconfig|Zero-day,1,Social engineering tricking users.,Easy
CEH,Scanning & Enumeration,MCQ,Netcat is commonly used for:,Routing|Pivoting|Port scanning & shells|Hash cracking,2,Swiss-army knife for TCP/UDP.,Easy
CEH,Post-Exploitation & Reporting,MCQ,Security team asks: Privilege escalation aims to: (Pentest Engagement),Reduce privileges|Gain higher privileges|Change MAC address|Hide processes,1,From user to admin/root.,Easy
CEH,Post-Exploitation & Reporting,MCQ,Exam-style: Privilege escalation aims to: (Case Study),Reduce privileges|Gain higher privileges|Change MAC address|Hide processes,1,From user to admin/root.,Easy
CEH,Cryptography,MCQ,Security team asks: Symmetric encryption uses: (Mock),Same key for encrypt/decrypt|Public/private pair|Hashes|One-time pad only,0,Same key shared for both operations.,Easy
CEH,Cryptography,MCQ,"During a pentest, Symmetric encryption uses: (SOC Analyst)",Same key for encrypt/decrypt|Public/private pair|Hashes|One-time pad only,0,Same key shared for both operations.,Easy
CEH,Social Engineering,MCQ,"During a pentest, Pretexting involves: (SOC Analyst)",Fake identity story|DNS poisoning|Malware injection|Buffer overflow,0,Convincing story to extract info.,Medium
CEH,Scanning & Enumeration,MCQ,Common ping sweep tool:,Hydra|Nmap|Burp|sqlmap,1,Nmap supports -sn for ping sweeps.,Easy
CEH,Exploitation,MCQ,Security team asks: EternalBlue exploits vulnerability in: (Mock),SMBv1|SSH|FTP|RDP,0,SMBv1 remote code execution vulnerability.,Medium
CEH,Scanning & Enumeration,MCQ,Security team asks: SMB runs typically on port: (Mock),21|25|80|445,3,SMB over TCP commonly uses 445.,Easy
CEH,Reconnaissance,TRUE_FALSE,"As a CEH, Google dorking can reveal sensitive files. (Critical)",True|False,0,Advanced operators can locate exposed files.,Easy
CEH,Exploitation,MCQ,"During a pentest, Cross-site scripting impacts: (Real-world)",Client|Server hardware|Network switches|Hypervisors,0,XSS executes malicious code in client browsers.,Medium
CEH,Post-Exploitation & Reporting,MCQ,Security team asks: Reporting should include: (Mock),"Only successes|Only failures|Scope, methods, findings, remediation|Screenshots only",2,"Complete, actionable reporting.",Medium
CEH,Post-Exploitation & Reporting,MCQ,"During a pentest, A keylogger records: (SOC Analyst)",Network packets|Keystrokes|Screen only|Processes,1,Captures keystrokes.,Easy
CEH,Malware & Threats,MCQ,"As a CEH, APT stands for: (Lab)",Advanced Persistent Threat|All Port Test|Anonymous Port Tunnel|Adaptive Penetration Test,0,"APTs are stealthy, long-term targeted attacks.",Medium
CEH,Scanning & Enumeration,MCQ,Exam-style: Common ping sweep tool: (Exam-style),Hydra|Nmap|Burp|sqlmap,1,Nmap supports -sn for ping sweeps.,Easy
CEH,Social Engineering,MCQ,Exam-style: Tailgating is: (Exam-style),Bypassing AV|Piggybacking into restricted area|Using VPN|ARP spoofing,1,Attacker follows authorized user inside.,Easy
CEH,Wireless Security,MCQ,"In an assessment, Default WEP weakness: (Scenario A)",Strong key mgmt|IV reuse|Quantum attacks|Hardware issues,1,WEP reuses IVs making it weak.,Easy
CEH,Exploitation,MCQ,"As a CEH, Metasploit module types include: (Critical)","Exploit, Payload, Auxiliary|Only Exploit|Only Payload|Only Auxiliary",0,Framework organizes functionality into modules.,Easy
CEH,Exploitation,MCQ,"During a pentest, CSRF mainly exploits: (Real-world)",Trust of user in site|Trust of site in user|Weak encryption|Buffer overflow,1,CSRF exploits site's trust in user's browser.,Medium
CEH,Reconnaissance,MCQ,Exam-style: What’s the primary purpose of WHOIS? (Case Study),Discover domain ownership|Bypass firewalls|Scan ports|Steganography,0,WHOIS gives registrar and ownership info.,Easy
CEH,Web Security,MCQ,"As a CEH, Cookie theft is often linked to: (Lab)",SQL injection|XSS|Buffer overflow|DoS,1,XSS can steal cookies via script injection.,Medium
CEH,Cryptography,MCQ,Security team asks: AES stands for: (Mock),Advanced Encryption Standard|Applied Encoding System|Asymmetric Encryption Standard|Algorithmic Encoding Scheme,0,AES is the Advanced Encryption Standard.,Easy
CEH,Exploitation,MCQ,"During a pentest, Common file upload vulnerability risk: (SOC Analyst)",Remote code execution|DNS hijack|SQL injection|DoS,0,Unrestricted uploads can lead to RCE.,Hard
CEH,Reconnaissance,MCQ,Security team asks: Robots.txt is used to: (Mock),Block IPs|Guide web crawlers|Harden SSH|Mitigate DDoS,1,It tells crawlers what to index or not.,Easy
CEH,Post-Exploitation & Reporting,MCQ,"As a CEH, Reporting should include: (Critical)","Only successes|Only failures|Scope, methods, findings, remediation|Screenshots only",2,"Complete, actionable reporting.",Medium
CEH,Reconnaissance,MCQ,Shodan is best described as:,Password cracker|Search engine for internet-connected devices|DDoS tool|SIEM,1,It indexes banners from exposed devices.,Medium
CEH,Exploitation,MCQ,Exam-style: Command injection occurs when: (Exam-style),User input passed to shell|DB query mis-formed|Heap overflow|Race condition,0,Unsanitized input reaches OS shell.,Hard
CEH,Post-Exploitation & Reporting,MCQ,"As a CEH, Privilege escalation aims to: (Critical)",Reduce privileges|Gain higher privileges|Change MAC address|Hide processes,1,From user to admin/root.,Easy
CEH,Cryptography,MCQ,Security team asks: SSL/TLS uses: (Mock),Symmetric only|Asymmetric only|Both symmetric & asymmetric|Hashing only,2,TLS uses both for handshake + bulk encryption.,Medium
CEH,Reconnaissance,MCQ,"In an assessment, What does Google Dorking help with? (Scenario A)",Finding credentials|Locating hidden files|Bypassing firewalls|Patching exploits,1,Advanced operators locate sensitive files.,Medium
CEH,Scanning & Enumeration,MCQ,"In an assessment, Tool to enumerate DNS zone transfers: (Scenario A)",dig|sqlmap|Burp|Hydra,0,Dig/host can attempt zone transfers.,Medium
CEH,Scanning & Enumeration,MCQ,"In an assessment, Which banner hints at Apache? (Threat Intel)",Server: nginx|Server: Apache|Server: IIS|Server: Caddy,1,HTTP header includes 'Apache'.,Easy
CEH,Post-Exploitation & Reporting,MCQ,"During a pentest, Covering tracks technique: (Real-world)",Clearing logs|Privilege escalation|Scanning|SQL injection,0,Attackers clear logs to hide activity.,Easy
CEH,Scanning & Enumeration,MCQ,Security team asks: Common ping sweep tool: (Pentest Engagement),Hydra|Nmap|Burp|sqlmap,1,Nmap supports -sn for ping sweeps.,Easy
CEH,Wireless Security,MCQ,"As a CEH, WPA3 improves security with: (Critical)",RC4|SAE handshake|WEP|TKIP,1,WPA3 introduces Simultaneous Authentication of Equals.,Medium
CEH,Malware & Threats,MCQ,"As a CEH, Botnets are: (Lab)",One-time scripts|Networks of compromised hosts|Firewall rules|IDS signatures,1,Controlled compromised machines.,Easy
CEH,Exploitation,MCQ,Security team asks: Command injection occurs when: (Mock),User input passed to shell|DB query mis-formed|Heap overflow|Race condition,0,Unsanitized input reaches OS shell.,Hard
CEH,Cryptography,MCQ,Exam-style: Hashing ensures: (Case Study),Confidentiality|Integrity|Availability|Anonymity,1,Hashes verify integrity of data.,Easy
CEH,Exploitation,MCQ,"During a pentest, EternalBlue exploits vulnerability in: (SOC Analyst)",SMBv1|SSH|FTP|RDP,0,SMBv1 remote code execution vulnerability.,Medium
CEH,Reconnaissance,MCQ,"In an assessment, Shodan is best described as: (Threat Intel)",Password cracker|Search engine for internet-connected devices|DDoS tool|SIEM,1,It indexes banners from exposed devices.,Medium
CEH,Exploitation,MCQ,Exam-style: Tool sqlmap automates: (Case Study),SQL injection|XSS|Brute force|ARP spoofing,0,sqlmap automates detection/exploitation of SQLi.,Easy
CEH,Exploitation,MCQ,Exam-style: SQL injection targets: (Case Study),Network layer|Application/database layer|Physical layer|Link layer,1,It manipulates application queries to DB.,Easy
CEH,Post-Exploitation & Reporting,MCQ,Exam-style: Reporting should include: (Case Study),"Only successes|Only failures|Scope, methods, findings, remediation|Screenshots only",2,"Complete, actionable reporting.",Medium
CEH,Post-Exploitation & Reporting,MCQ,"In an assessment, A keylogger records: (Scenario A)",Network packets|Keystrokes|Screen only|Processes,1,Captures keystrokes.,Easy
CEH,Scanning & Enumeration,MCQ,Exam-style: Common ping sweep tool: (Exam-style),Hydra|Nmap|Burp|sqlmap,1,Nmap supports -sn for ping sweeps.,Easy
CEH,Cloud Security,MCQ,"As a CEH, Shared Responsibility Model means: (Critical)",AWS secures everything|Customer secures everything|Split duties|3rd party secures all,2,"Cloud provider secures infrastructure, customer secures data/apps.",Easy
CEH,Reconnaissance,MCQ,"In an assessment, Which is passive recon? (Scenario A)",WHOIS lookup|Port scan|Banner grabbing|Vulnerability scan,0,WHOIS does not touch the target infrastructure.,Easy
CEH,Social Engineering,MCQ,"As a CEH, Phishing mainly relies on: (Critical)",Malware|User trust|Firewall misconfig|Zero-day,1,Social engineering tricking users.,Easy
CEH,Scanning & Enumeration,MCQ,Security team asks: LDAP default port is: (Pentest Engagement),389|443|53|22,0,LDAP runs on TCP/UDP 389.,Easy
CEH,Scanning & Enumeration,MCQ,"During a pentest, Netcat is commonly used for: (SOC Analyst)",Routing|Pivoting|Port scanning & shells|Hash cracking,2,Swiss-army knife for TCP/UDP.,Easy
CEH,Web Security,MCQ,Security team asks: HTTP-only cookie flag helps prevent: (Mock),SQLi|XSS stealing cookies|DoS|Phishing,1,Prevents JS access to cookies.,Easy
CEH,Malware & Threats,MCQ,Ransomware typically:,Steals bandwidth|Encrypts files for ransom|Monitors keystrokes|Deletes OS,1,Encrypts data and demands payment.,Easy
CEH,Malware & Threats,MCQ,"During a pentest, Ransomware typically: (Real-world)",Steals bandwidth|Encrypts files for ransom|Monitors keystrokes|Deletes OS,1,Encrypts data and demands payment.,Easy
CEH,Scanning & Enumeration,MCQ,"In an assessment, Common ping sweep tool: (Threat Intel)",Hydra|Nmap|Burp|sqlmap,1,Nmap supports -sn for ping sweeps.,Easy
CEH,Scanning & Enumeration,MCQ,SNMP v3 improves over v2 by:,More MIBs|Encryption & auth|New ports|IPv6 only,1,SNMPv3 adds authentication and privacy.,Medium
CEH,Cloud Security,MCQ,Exam-style: Misconfigured S3 buckets may lead to: (Exam-style),DDoS|Data leakage|Buffer overflow|XSS,1,Open buckets expose data.,Medium
CEH,Web Security,MCQ,"In an assessment, OWASP Top 10 A1 is: (Threat Intel)",Broken Access Control|Injection|Insecure Deserialization|Security Logging Failures,1,Injection flaws are top category.,Medium
CEH,Web Security,MCQ,"As a CEH, OWASP Top 10 A1 is: (Lab)",Broken Access Control|Injection|Insecure Deserialization|Security Logging Failures,1,Injection flaws are top category.,Medium
CEH,Web Security,MCQ,Exam-style: OWASP Top 10 A1 is: (Case Study),Broken Access Control|Injection|Insecure Deserialization|Security Logging Failures,1,Injection flaws are top category.,Medium
CEH,Malware & Threats,MCQ,Security team asks: Polymorphic malware: (Mock),Changes code to evade detection|Replicates without change|Targets BIOS|Disables firewalls,0,It changes signature to avoid AV.,Medium
CEH,Post-Exploitation & Reporting,MCQ,"As a CEH, Persistence technique example: (Critical)",Cron job|Ping sweep|Traceroute|nslookup,0,Scheduled tasks maintain access.,Medium
CEH,Exploitation,MCQ,"As a CEH, CSRF mainly exploits: (Lab)",Trust of user in site|Trust of site in user|Weak encryption|Buffer overflow,1,CSRF exploits site's trust in user's browser.,Medium
CEH,Exploitation,MCQ,"During a pentest, XXE abuses: (Real-world)",XML parsers|JSON tokens|YAML anchors|CSV delimiters,0,External entities in XML can lead to SSRF/data exfil.,Hard
CEH,Cryptography,MCQ,Security team asks: AES stands for: (Pentest Engagement),Advanced Encryption Standard|Applied Encoding System|Asymmetric Encryption Standard|Algorithmic Encoding Scheme,0,AES is the Advanced Encryption Standard.,Easy
CEH,Social Engineering,MCQ,"As a CEH, Tailgating is: (Lab)",Bypassing AV|Piggybacking into restricted area|Using VPN|ARP spoofing,1,Attacker follows authorized user inside.,Easy
CEH,Scanning & Enumeration,MCQ,Exam-style: The -sS Nmap option performs: (Exam-style),ACK scan|FIN scan|SYN scan|UDP scan,2,Half-open TCP SYN scan.,Medium
CEH,Reconnaissance,MCQ,"In an assessment, Shodan is best described as: (Scenario A)",Password cracker|Search engine for internet-connected devices|DDoS tool|SIEM,1,It indexes banners from exposed devices.,Medium
CEH,Cloud Security,MCQ,Security team asks: IAM least privilege principle means: (Mock),Give all access|Minimum needed access|Root only|Public roles,1,Only required permissions granted.,Easy
CEH,Exploitation,MCQ,Security team asks: Metasploit module types include: (Pentest Engagement),"Exploit, Payload, Auxiliary|Only Exploit|Only Payload|Only Auxiliary",0,Framework organizes functionality into modules.,Easy
CEH,Post-Exploitation & Reporting,MCQ,Exam-style: Persistence technique example: (Exam-style),Cron job|Ping sweep|Traceroute|nslookup,0,Scheduled tasks maintain access.,Medium
CEH,Post-Exploitation & Reporting,MCQ,Exam-style: Persistence technique example: (Case Study),Cron job|Ping sweep|Traceroute|nslookup,0,Scheduled tasks maintain access.,Medium
CEH,Cryptography,MCQ,"In an assessment, Symmetric encryption uses: (Scenario A)",Same key for encrypt/decrypt|Public/private pair|Hashes|One-time pad only,0,Same key shared for both operations.,Easy
CEH,Exploitation,MCQ,Security team asks: XXE abuses: (Mock),XML parsers|JSON tokens|YAML anchors|CSV delimiters,0,External entities in XML can lead to SSRF/data exfil.,Hard
CEH,Scanning & Enumeration,MCQ,"As a CEH, SMB runs typically on port: (Critical)",21|25|80|445,3,SMB over TCP commonly uses 445.,Easy
CEH,Exploitation,MCQ,Security team asks: SQL injection targets: (Pentest Engagement),Network layer|Application/database layer|Physical layer|Link layer,1,It manipulates application queries to DB.,Easy
CEH,Cryptography,MCQ,"As a CEH, Hashing ensures: (Lab)",Confidentiality|Integrity|Availability|Anonymity,1,Hashes verify integrity of data.,Easy
CEH,Reconnaissance,TRUE_FALSE,"In an assessment, Google dorking can reveal sensitive files. (Threat Intel)",True|False,0,Advanced operators can locate exposed files.,Easy
CEH,Post-Exploitation & Reporting,MCQ,Exam-style: Privilege escalation aims to: (Exam-style),Reduce privileges|Gain higher privileges|Change MAC address|Hide processes,1,From user to admin/root.,Easy
CEH,Exploitation,MCQ,"In an assessment, XXE abuses: (Scenario A)",XML parsers|JSON tokens|YAML anchors|CSV delimiters,0,External entities in XML can lead to SSRF/data exfil.,Hard
CEH,Reconnaissance,MCQ,"During a pentest, What does Google Dorking help with? (SOC Analyst)",Finding credentials|Locating hidden files|Bypassing firewalls|Patching exploits,1,Advanced operators locate sensitive files.,Medium
CEH,Cryptography,MCQ,Symmetric encryption uses:,Same key for encrypt/decrypt|Public/private pair|Hashes|One-time pad only,0,Same key shared for both operations.,Easy
CEH,Exploitation,MCQ,"During a pentest, Stored XSS persists in: (Real-world)",Victim's browser cache|Server-side data|Firewall tables|Router config,1,Stored XSS is saved by the server and served to users.,Medium
CEH,Social Engineering,MCQ,"In an assessment, Pretexting involves: (Threat Intel)",Fake identity story|DNS poisoning|Malware injection|Buffer overflow,0,Convincing story to extract info.,Medium
CEH,Reconnaissance,MCQ,Which is passive recon?,WHOIS lookup|Port scan|Banner grabbing|Vulnerability scan,0,WHOIS does not touch the target infrastructure.,Easy
CEH,Scanning & Enumeration,MCQ,Which banner hints at Apache?,Server: nginx|Server: Apache|Server: IIS|Server: Caddy,1,HTTP header includes 'Apache'.,Easy
CEH,Malware & Threats,MCQ,Exam-style: Ransomware typically: (Exam-style),Steals bandwidth|Encrypts files for ransom|Monitors keystrokes|Deletes OS,1,Encrypts data and demands payment.,Easy
CEH,Exploitation,MCQ,EternalBlue exploits vulnerability in:,SMBv1|SSH|FTP|RDP,0,SMBv1 remote code execution vulnerability.,Medium
CEH,Post-Exploitation & Reporting,MCQ,"In an assessment, Persistence technique example: (Scenario A)",Cron job|Ping sweep|Traceroute|nslookup,0,Scheduled tasks maintain access.,Medium
CEH,Reconnaissance,MCQ,"As a CEH, What does Google Dorking help with? (Lab)",Finding credentials|Locating hidden files|Bypassing firewalls|Patching exploits,1,Advanced operators locate sensitive files.,Medium
CEH,Cryptography,MCQ,"As a CEH, Symmetric encryption uses: (Lab)",Same key for encrypt/decrypt|Public/private pair|Hashes|One-time pad only,0,Same key shared for both operations.,Easy
CEH,Web Security,MCQ,"In an assessment, Cookie theft is often linked to: (Scenario A)",SQL injection|XSS|Buffer overflow|DoS,1,XSS can steal cookies via script injection.,Medium
CEH,Social Engineering,MCQ,Security team asks: Pretexting involves: (Pentest Engagement),Fake identity story|DNS poisoning|Malware injection|Buffer overflow,0,Convincing story to extract info.,Medium
CEH,Social Engineering,MCQ,"During a pentest, Pretexting involves: (Real-world)",Fake identity story|DNS poisoning|Malware injection|Buffer overflow,0,Convincing story to extract info.,Medium
CEH,Exploitation,MCQ,"As a CEH, Stored XSS persists in: (Lab)",Victim's browser cache|Server-side data|Firewall tables|Router config,1,Stored XSS is saved by the server and served to users.,Medium
CEH,Reconnaissance,TRUE_FALSE,Security team asks: Google dorking can reveal sensitive files. (Pentest Engagement),True|False,0,Advanced operators can locate exposed files.,Easy
CEH,Web Security,MCQ,Exam-style: HTTP-only cookie flag helps prevent: (Case Study),SQLi|XSS stealing cookies|DoS|Phishing,1,Prevents JS access to cookies.,Easy
CEH,Post-Exploitation & Reporting,MCQ,"As a CEH, Covering tracks technique: (Lab)",Clearing logs|Privilege escalation|Scanning|SQL injection,0,Attackers clear logs to hide activity.,Easy
CEH,Exploitation,MCQ,Command injection occurs when:,User input passed to shell|DB query mis-formed|Heap overflow|Race condition,0,Unsanitized input reaches OS shell.,Hard
CEH,Malware & Threats,MCQ,Security team asks: Polymorphic malware: (Pentest Engagement),Changes code to evade detection|Replicates without change|Targets BIOS|Disables firewalls,0,It changes signature to avoid AV.,Medium
CEH,Web Security,MCQ,"During a pentest, OWASP Top 10 A1 is: (SOC Analyst)",Broken Access Control|Injection|Insecure Deserialization|Security Logging Failures,1,Injection flaws are top category.,Medium
CEH,Scanning & Enumeration,MCQ,Security team asks: Which banner hints at Apache? (Mock),Server: nginx|Server: Apache|Server: IIS|Server: Caddy,1,HTTP header includes 'Apache'.,Easy
CEH,Exploitation,MCQ,Stored XSS persists in:,Victim's browser cache|Server-side data|Firewall tables|Router config,1,Stored XSS is saved by the server and served to users.,Medium
CEH,Web Security,MCQ,"In an assessment, Cookie theft is often linked to: (Threat Intel)",SQL injection|XSS|Buffer overflow|DoS,1,XSS can steal cookies via script injection.,Medium
CEH,Social Engineering,MCQ,Pretexting involves:,Fake identity story|DNS poisoning|Malware injection|Buffer overflow,0,Convincing story to extract info.,Medium
CEH,Reconnaissance,MCQ,"In an assessment, What’s the primary purpose of WHOIS? (Threat Intel)",Discover domain ownership|Bypass firewalls|Scan ports|Steganography,0,WHOIS gives registrar and ownership info.,Easy
CEH,Wireless Security,MCQ,"In an assessment, Default WEP weakness: (Threat Intel)",Strong key mgmt|IV reuse|Quantum attacks|Hardware issues,1,WEP reuses IVs making it weak.,Easy
CEH,Cloud Security,MCQ,Shared Responsibility Model means:,AWS secures everything|Customer secures everything|Split duties|3rd party secures all,2,"Cloud provider secures infrastructure, customer secures data/apps.",Easy
CEH,Wireless Security,MCQ,Security team asks: Default WEP weakness: (Pentest Engagement),Strong key mgmt|IV reuse|Quantum attacks|Hardware issues,1,WEP reuses IVs making it weak.,Easy
CEH,Social Engineering,MCQ,Security team asks: Phishing mainly relies on: (Mock),Malware|User trust|Firewall misconfig|Zero-day,1,Social engineering tricking users.,Easy
CEH,Exploitation,MCQ,Security team asks: Cross-site scripting impacts: (Pentest Engagement),Client|Server hardware|Network switches|Hypervisors,0,XSS executes malicious code in client browsers.,Medium
CEH,Reconnaissance,MCQ,Security team asks: What does Google Dorking help with? (Pentest Engagement),Finding credentials|Locating hidden files|Bypassing firewalls|Patching exploits,1,Advanced operators locate sensitive files.,Medium
CEH,Malware & Threats,MCQ,Security team asks: APT stands for: (Pentest Engagement),Advanced Persistent Threat|All Port Test|Anonymous Port Tunnel|Adaptive Penetration Test,0,"APTs are stealthy, long-term targeted attacks.",Medium
CEH,Reconnaissance,MCQ,Security team asks: What does Google Dorking help with? (Mock),Finding credentials|Locating hidden files|Bypassing firewalls|Patching exploits,1,Advanced operators locate sensitive files.,Medium
CEH,Scanning & Enumeration,MCQ,"In an assessment, Netcat is commonly used for: (Scenario A)",Routing|Pivoting|Port scanning & shells|Hash cracking,2,Swiss-army knife for TCP/UDP.,Easy
CEH,Cloud Security,MCQ,"In an assessment, IAM least privilege principle means: (Scenario A)",Give all access|Minimum needed access|Root only|Public roles,1,Only required permissions granted.,Easy
CEH,Reconnaissance,MCQ,"In an assessment, What does Google Dorking help with? (Threat Intel)",Finding credentials|Locating hidden files|Bypassing firewalls|Patching exploits,1,Advanced operators locate sensitive files.,Medium
CEH,Exploitation,MCQ,Exam-style: EternalBlue exploits vulnerability in: (Exam-style),SMBv1|SSH|FTP|RDP,0,SMBv1 remote code execution vulnerability.,Medium
CEH,Scanning & Enumeration,MCQ,"In an assessment, The -sS Nmap option performs: (Threat Intel)",ACK scan|FIN scan|SYN scan|UDP scan,2,Half-open TCP SYN scan.,Medium
CEH,Web Security,MCQ,Exam-style: OWASP Top 10 A1 is: (Exam-style),Broken Access Control|Injection|Insecure Deserialization|Security Logging Failures,1,Injection flaws are top category.,Medium
CEH,Exploitation,MCQ,"During a pentest, SQL injection targets: (Real-world)",Network layer|Application/database layer|Physical layer|Link layer,1,It manipulates application queries to DB.,Easy
CEH,Exploitation,MCQ,"As a CEH, Command injection occurs when: (Lab)",User input passed to shell|DB query mis-formed|Heap overflow|Race condition,0,Unsanitized input reaches OS shell.,Hard
CEH,Exploitation,MCQ,Exam-style: Metasploit module types include: (Case Study),"Exploit, Payload, Auxiliary|Only Exploit|Only Payload|Only Auxiliary",0,Framework organizes functionality into modules.,Easy
CEH,Scanning & Enumeration,MCQ,Security team asks: Common ping sweep tool: (Mock),Hydra|Nmap|Burp|sqlmap,1,Nmap supports -sn for ping sweeps.,Easy
CEH,Exploitation,MCQ,"In an assessment, Cross-site scripting impacts: (Scenario A)",Client|Server hardware|Network switches|Hypervisors,0,XSS executes malicious code in client browsers.,Medium
CEH,Exploitation,MCQ,"As a CEH, Metasploit module types include: (Lab)","Exploit, Payload, Auxiliary|Only Exploit|Only Payload|Only Auxiliary",0,Framework organizes functionality into modules.,Easy
CEH,Post-Exploitation & Reporting,MCQ,"During a pentest, Reporting should include: (Real-world)","Only successes|Only failures|Scope, methods, findings, remediation|Screenshots only",2,"Complete, actionable reporting.",Medium
CEH,Wireless Security,MCQ,"During a pentest, Evil Twin attack involves: (Real-world)",Fake AP|SQLi|Cookie theft|Phishing site,0,Fake AP mimics legitimate one.,Medium
CEH,Cryptography,MCQ,"During a pentest, Hashing ensures: (SOC Analyst)",Confidentiality|Integrity|Availability|Anonymity,1,Hashes verify integrity of data.,Easy
CEH,Post-Exploitation & Reporting,MCQ,"In an assessment, Persistence technique example: (Threat Intel)",Cron job|Ping sweep|Traceroute|nslookup,0,Scheduled tasks maintain access.,Medium
