AWS Solutions Architect,Storage,MCQ,EBS volume types differ mainly by:,Color|IO characteristics & cost|Region|Account type,1,gp3/io2/st1 etc vary by IO and pricing.,Easy
AWS Solutions Architect,Networking,MCQ,Route 53 latency routing chooses:,Cheapest region|Closest latency|Random|Primary only,1,Sends users to the region with lowest latency.,Easy
AWS Solutions Architect,Security,TRUE_FALSE,S3 bucket policies can restrict by IP and AWS principal.,True|False,0,Policies are flexible with conditions.,Easy
AWS Solutions Architect,Compute,MCQ,Which is serverless API hosting?,EC2|ALB|API Gateway|Elastic Beanstalk,2,Fully managed serverless API service.,Easy
AWS Solutions Architect,Storage,MCQ,S3 Transfer Acceleration uses:,NAT|Global Accelerator|Edge network|DX,2,It leverages Amazon Edge network.,Medium
AWS Solutions Architect,Networking,MCQ,Security Group is:,Stateful|Stateless|Both|Neither,0,SGs are stateful; NACLs are stateless.,Easy
AWS Solutions Architect,Security,MCQ,GuardDuty provides:,Key storage|Threat detection|ETL|Code build,1,Intelligent threat detection for AWS accounts & workloads.,Medium
exam_title,topic_name,type,question_text,options,correct_answers,explanation,difficulty
AWS Solutions Architect,Storage,MCQ,"For a global app, EBS snapshots are stored in: (Startup Use-Case)",EBS|S3|Glacier|EFS,1,Snapshots are stored in S3 internally (managed by AWS).,Medium
AWS Solutions Architect,Security,MCQ,Dedicated hardware security module service:,KMS|CloudHSM|ACM|Shield,1,CloudHSM offers FIPS 140-2 Level 3 HSM clusters.,Hard
AWS Solutions Architect,Compute,MCQ,"For a global app, For predictable, steady-state workloads, the best EC2 pricing model is: (Project Alpha)",On-Demand|Spot|Reserved Instances/Savings Plans|Dedicated Hosts,2,RIs/Savings Plans offer significant discounts for steady usage.,Easy
AWS Solutions Architect,Monitoring,TRUE_FALSE,CloudWatch metrics can trigger Auto Scaling policies.,True|False,0,Alarms integrate with scaling policies.,Easy
AWS Solutions Architect,Networking,MCQ,"In a new workload, Private connectivity to AWS services without public IPs: (Cost-Optimization)",NAT Gateway|VPC Endpoints|Internet Gateway|Peering,1,Interface/Gateway endpoints privately connect to services.,Medium
AWS Solutions Architect,Security,MCQ,"In a new workload, IAM role best use-case: (Cost-Optimization)",Hardcode creds|Share root account|Grant temporary permissions|Disable MFA,2,Roles provide temporary credentials.,Easy
AWS Solutions Architect,Databases,MCQ,Best cache to reduce read latency for RDS:,S3|ElastiCache Redis|Kinesis|EMR,1,ElastiCache provides in-memory caching.,Easy
AWS Solutions Architect,Networking,MCQ,You're designing a system—Protect applications from DDoS at the edge: (Scenario B),GuardDuty|Shield|Macie|Inspector,1,AWS Shield provides DDoS protection (Standard/Advanced).,Medium
AWS Solutions Architect,Migration,MCQ,Best service for migrating large databases with minimal downtime:,Snowball|DMS|DataSync|Glue,1,AWS DMS supports ongoing replication for near-zero downtime.,Medium
AWS Solutions Architect,Networking,TRUE_FALSE,Architect's choice: ALB supports path-based and host-based routing. (Dev/Test),True|False,0,ALB routes on HTTP host/path rules.,Easy
AWS Solutions Architect,Storage,MCQ,Architect's choice: Best for SMB-compatible file shares for Windows workloads: (Dev/Test),EFS|FSx for Windows File Server|S3|EBS,1,FSx for Windows provides SMB and AD integration.,Medium
AWS Solutions Architect,Compute,MCQ,Which service is best for managed event-driven ETL at scale?,Glue|EMR|DataSync|Batch,0,AWS Glue is a serverless data integration service.,Medium
AWS Solutions Architect,Security,MCQ,Best way to provide temporary AWS credentials to applications on EC2:,Access keys in code|Instance profile role|Shared root creds|Static env vars,1,Use IAM roles for EC2 instance profiles.,Easy
AWS Solutions Architect,Security,TRUE_FALSE,"For a global app, S3 bucket policies can restrict by IP address and AWS principal. (Project Alpha)",True|False,0,Bucket policies allow conditions on principals and source IPs.,Easy
AWS Solutions Architect,Cost,MCQ,You're designing a system—Automate alerts when forecasted spend exceeds threshold: (Scenario B),Budgets|Cost Explorer|CUR|Inspector,0,AWS Budgets can alert on forecasted spend.,Easy
AWS Solutions Architect,Databases,MCQ,Best for petabyte-scale data warehousing:,Aurora|Redshift|DynamoDB|Timestream,1,Amazon Redshift is a columnar data warehouse.,Medium
AWS Solutions Architect,Security,TRUE_FALSE,"In a new workload, CloudTrail logs write-level events on S3 can be enabled as data events. (Cost-Optimization)",True|False,0,Data events capture S3 object-level API activity.,Medium
AWS Solutions Architect,Compute,MCQ,Best choice for batch processing with managed Hadoop/Spark?,EMR|Glue|Athena|Kinesis Data Streams,0,Amazon EMR provides managed frameworks for big data like Hadoop and Spark.,Medium
AWS Solutions Architect,Security,MCQ,You're designing a system—IAM role best use-case: (Scenario B),Hardcode creds|Share root account|Grant temporary permissions|Disable MFA,2,Roles provide temporary credentials.,Easy
AWS Solutions Architect,Migration,MCQ,You're designing a system—Discover and assess on-prem servers for migration: (Scenario B),SMS|Application Discovery Service|Glue|Data Pipeline,1,ADS collects server inventory and performance for planning.,Medium
AWS Solutions Architect,Databases,MCQ,Best practice question: Best for petabyte-scale data warehousing: (Enterprise Policy),Aurora|Redshift|DynamoDB|Timestream,1,Amazon Redshift is a columnar data warehouse.,Medium
AWS Solutions Architect,Compute,MCQ,"In a new workload, Which service is best for managed event-driven ETL at scale? (Scenario A)",Glue|EMR|DataSync|Batch,0,AWS Glue is a serverless data integration service.,Medium
AWS Solutions Architect,Machine Learning,MCQ,You're designing a system—Serverless text-to-speech: (Scenario B),Comprehend|Polly|Translate|Lex,1,Polly converts text to lifelike speech.,Easy
AWS Solutions Architect,Compute,TRUE_FALSE,"In a new workload, EC2 Placement Groups can improve network performance between instances. (Cost-Optimization)",True|False,0,"Cluster placement groups place instances close for low-latency, high throughput.",Medium
AWS Solutions Architect,Databases,MCQ,Best for single-digit millisecond latency at any scale (NoSQL):,RDS|DynamoDB|Neptune|ElastiCache,1,DynamoDB is a fully managed key-value/document DB.,Easy
AWS Solutions Architect,Security,TRUE_FALSE,"For a global app, Shield Advanced adds additional DDoS protections and cost protection. (Startup Use-Case)",True|False,0,Shield Advanced adds extra mitigations and credits.,Medium
AWS Solutions Architect,Storage,MCQ,"For a global app, Which S3 class minimizes storage cost for unknown access patterns? (Startup Use-Case)",S3 Standard|S3 Intelligent-Tiering|S3 Glacier|S3 One Zone-IA,1,Intelligent-Tiering automatically moves objects between tiers.,Medium
AWS Solutions Architect,Migration,MCQ,Architect's choice: Best service for migrating large databases with minimal downtime: (Scenario C),Snowball|DMS|DataSync|Glue,1,AWS DMS supports ongoing replication for near-zero downtime.,Medium
AWS Solutions Architect,Storage,MCQ,Best practice question: Reduce S3 costs for objects older than 90 days: (Enterprise Policy),Use ACLs|Lifecycle rules to IA|Turn off versioning|Increase bucket size,1,Lifecycle policies transition to cheaper classes.,Easy
AWS Solutions Architect,Storage,TRUE_FALSE,"In a new workload, S3 multipart upload improves performance for large files. (Scenario A)",True|False,0,Parallel part uploads speed up transfers.,Easy
AWS Solutions Architect,Databases,MCQ,"For a global app, Redshift RA3 nodes separate: (Project Alpha)",Compute and storage|Compute only|Storage only|Networking,0,RA3 decouples compute and managed storage.,Medium
AWS Solutions Architect,Compute,MCQ,Best practice question: Which service is best for managed event-driven ETL at scale? (Disaster Recovery),Glue|EMR|DataSync|Batch,0,AWS Glue is a serverless data integration service.,Medium
AWS Solutions Architect,Compute,MCQ,You're designing a system—Where should you store private Docker images for ECS/EKS? (Scenario B),ECR|S3|EFS|FSx,0,Amazon ECR is the container registry.,Easy
AWS Solutions Architect,Security,MCQ,Which service aggregates and normalizes security data from multiple sources?,Security Hub|CloudTrail|CloudWatch|X-Ray,0,Security Hub centralizes findings and standards.,Medium
AWS Solutions Architect,Serverless,MCQ,Choreograph steps across Lambdas with retries and compensation:,Step Functions|SQS|SNS|Kinesis,0,Step Functions manages state and retries.,Medium
AWS Solutions Architect,Security,MCQ,Centralized service to manage policies across multiple AWS accounts:,Organizations|Config|Macie|Inspector,0,AWS Organizations manages SCPs and consolidated billing.,Medium
AWS Solutions Architect,Compute,MCQ,Auto Scaling launches instances based on:,Alarms & policies|Manual triggers only|Static count|Cron only,0,Uses CloudWatch metrics and policies.,Medium
AWS Solutions Architect,Compute,MCQ,"For a global app, Which service provides a managed Kubernetes control plane? (Startup Use-Case)",ECR|EKS|ECS|Batch,1,Amazon EKS is managed Kubernetes.,Easy
AWS Solutions Architect,Integration,MCQ,"Best practice question: Best for durable, at-least-once queueing: (Enterprise Policy)",SNS|SQS|Kinesis Video|Lambda Destinations,1,SQS is a durable message queue.,Easy
AWS Solutions Architect,Monitoring,MCQ,You're designing a system—Provision and manage cloud resources declaratively: (Scenario B),Terraform|CloudFormation|CodeCommit|OpsWorks,1,CloudFormation is AWS IaC.,Easy
AWS Solutions Architect,Networking,MCQ,Architect's choice: VPC peering connects: (Scenario C),VPC-to-VPC privately|VPC to internet|VPC to DX|Region to region with DX,0,Private routing between VPCs using private IPs.,Medium
AWS Solutions Architect,Networking,MCQ,Architect's choice: Distribute traffic across instances in multiple AZs for HTTP: (Scenario C),ALB|NLB|CloudFront|API Gateway,0,ALB is L7 load balancer for HTTP/S.,Easy
AWS Solutions Architect,Networking,MCQ,Architect's choice: Which service connects on-prem to VPC privately? (Dev/Test),Direct Connect|CloudFront|Route 53|API Gateway,0,Direct Connect provides dedicated private connectivity.,Medium
AWS Solutions Architect,Security,MCQ,Network firewalling and intrusion prevention at VPC scale:,WAF|NACL|AWS Network Firewall|GuardDuty,2,AWS Network Firewall provides stateful inspection and IPS.,Medium
AWS Solutions Architect,Machine Learning,MCQ,Image and video analysis service:,Lex|Polly|Rekognition|Transcribe,2,"Rekognition detects labels, faces, etc.",Easy
AWS Solutions Architect,Security,MCQ,Best practice question: Which service aggregates and normalizes security data from multiple sources? (Enterprise Policy),Security Hub|CloudTrail|CloudWatch|X-Ray,0,Security Hub centralizes findings and standards.,Medium
AWS Solutions Architect,Networking,TRUE_FALSE,Best practice question: ALB supports path-based and host-based routing. (Disaster Recovery),True|False,0,ALB routes on HTTP host/path rules.,Easy
AWS Solutions Architect,Storage,MCQ,You're designing a system—Encrypt S3 objects with keys you control: (Scenario B),SSE-S3|SSE-KMS|SSE-C|No encryption,2,SSE-C lets you provide your own encryption keys.,Hard
AWS Solutions Architect,Reliability,MCQ,"For a global app, Which design improves fault tolerance across regions? (Project Alpha)",Single-AZ|Multi-AZ|Multi-Region active-active|Single VPC,2,Active-active across regions improves resilience.,Hard
AWS Solutions Architect,Networking,MCQ,"In a new workload, NAT Gateway primarily enables: (Cost-Optimization)",Inbound SSH|Outbound internet for private subnets|VPC peering|DNS hosting,1,Private instances reach the internet via NAT.,Easy
AWS Solutions Architect,Databases,MCQ,Architect's choice: Best for managed relational database with read replicas: (Dev/Test),RDS|DynamoDB|Redshift|DocumentDB,0,"RDS supports MySQL, PostgreSQL, etc., with replicas.",Easy
AWS Solutions Architect,Security,MCQ,Use short-lived SSO access across accounts:,IAM users|KMS|IAM Identity Center (SSO)|EC2 Instance Profiles,2,IAM Identity Center provides SSO with short-lived creds.,Medium
AWS Solutions Architect,Networking,MCQ,"For a global app, Best for TCP/UDP with very high performance and static IPs: (Project Alpha)",ALB|NLB|CloudFront|GWLB,1,NLB is L4 with high performance.,Medium
AWS Solutions Architect,Networking,TRUE_FALSE,"For a global app, Gateway Load Balancer helps deploy, scale, and run third‑party appliances. (Project Alpha)",True|False,0,GWLB integrates virtual appliances transparently.,Medium
AWS Solutions Architect,Compute,MCQ,Architect's choice: Which service lets you run Docker containers on a serverless compute engine? (Scenario C),Lambda|ECS on Fargate|Lightsail|CloudFormation,1,Amazon ECS on AWS Fargate runs containers without managing EC2.,Easy
AWS Solutions Architect,Networking,MCQ,Share subnets/VPC constructs across accounts:,Resource Access Manager|STS|KMS|SNS,0,RAM shares resources across accounts.,Medium
AWS Solutions Architect,Security,MCQ,Best practice question: Service for discovering and classifying sensitive data in S3: (Enterprise Policy),Config|Macie|Detective|AppSync,1,Amazon Macie uses ML to find sensitive data in S3.,Medium
AWS Solutions Architect,Security,TRUE_FALSE,Architect's choice: CloudTrail logs write-level events on S3 can be enabled as data events. (Scenario C),True|False,0,Data events capture S3 object-level API activity.,Medium
AWS Solutions Architect,Databases,MCQ,Best for time-series monitoring data service:,Timestream|Neptune|Qldb|MemoryDB,0,Amazon Timestream is purpose-built for time series.,Medium
AWS Solutions Architect,DevOps,MCQ,You're designing a system—Source control service for Git repositories: (Prod Workload),CodeCommit|CodeBuild|CodeDeploy|CodeGuru,0,CodeCommit is managed Git.,Easy
AWS Solutions Architect,Databases,MCQ,"In a new workload, Fully managed ledger database with immutable journal: (Cost-Optimization)",Qldb|DynamoDB|Redshift|Aurora,0,"Amazon QLDB provides an immutable, cryptographically verifiable log.",Hard
AWS Solutions Architect,Databases,MCQ,You're designing a system—Best for single-digit millisecond latency at any scale (NoSQL): (Scenario B),RDS|DynamoDB|Neptune|ElastiCache,1,DynamoDB is a fully managed key-value/document DB.,Easy
AWS Solutions Architect,Storage,TRUE_FALSE,S3 versioning helps protect against accidental overwrite/delete.,True|False,0,Versioning retains previous object versions.,Easy
AWS Solutions Architect,Storage,MCQ,"In a new workload, S3 Standard-IA is designed for: (Scenario A)",Hot data|Cold archives|Infrequent access|Transactional data,2,IA reduces cost with retrieval fees and lower storage price.,Easy
AWS Solutions Architect,Integration,MCQ,Define APIs as GraphQL with real-time subscriptions:,API Gateway REST|AppSync|ALB|CloudFront,1,AppSync is managed GraphQL with real-time via WebSockets.,Medium
AWS Solutions Architect,Compute,MCQ,"For predictable, steady-state workloads, the best EC2 pricing model is:",On-Demand|Spot|Reserved Instances/Savings Plans|Dedicated Hosts,2,RIs/Savings Plans offer significant discounts for steady usage.,Easy
AWS Solutions Architect,DevOps,MCQ,Store and retrieve artifacts during pipelines:,S3|ECR|EFS|Glacier,0,S3 commonly stores build artifacts.,Easy
AWS Solutions Architect,Security,MCQ,Architect's choice: Use short-lived SSO access across accounts: (Dev/Test),IAM users|KMS|IAM Identity Center (SSO)|EC2 Instance Profiles,2,IAM Identity Center provides SSO with short-lived creds.,Medium
AWS Solutions Architect,Security,MCQ,Best practice question: KMS is used for: (Disaster Recovery),Monitoring|Encryption key management|Messaging|ETL,1,AWS KMS manages encryption keys and integrations.,Easy
AWS Solutions Architect,Databases,MCQ,Aurora Serverless is best for:,Consistent heavy load|Spiky/unpredictable workloads|NoSQL key-value|OLAP,1,Aurora Serverless scales capacity automatically.,Medium
AWS Solutions Architect,Security,MCQ,Secrets rotation for RDS credentials:,KMS|Secrets Manager|SSM Patch Manager|CloudHSM,1,Secrets Manager can rotate DB secrets automatically.,Easy
AWS Solutions Architect,Networking,MCQ,Best practice question: Global Accelerator primarily improves: (Enterprise Policy),Object storage|Compute costs|Static IP entry and performance|Database sharding,2,It uses the AWS global network with anycast static IPs.,Medium
AWS Solutions Architect,Machine Learning,MCQ,Best practice question: Serverless text-to-speech: (Disaster Recovery),Comprehend|Polly|Translate|Lex,1,Polly converts text to lifelike speech.,Easy
AWS Solutions Architect,Cost,MCQ,Which tool gives best-practice checks and cost optimization tips?,Inspector|Trusted Advisor|CloudWatch|Detective,1,"Trusted Advisor provides cost, performance, and security checks.",Easy
AWS Solutions Architect,Databases,TRUE_FALSE,Aurora automatically stores six copies of data across three AZs.,True|False,0,Aurora is designed for high durability across AZs.,Medium
AWS Solutions Architect,Security,MCQ,Best practice question: Vulnerability management for EC2/ECR images: (Disaster Recovery),Macie|Inspector|GuardDuty|Shield,1,Inspector assesses EC2/ECR for vulnerabilities.,Medium
AWS Solutions Architect,Machine Learning,MCQ,Natural language processing for key phrases and sentiment:,Rekognition|Comprehend|Lex|Kendra,1,Comprehend is NLP for text analytics.,Medium
AWS Solutions Architect,Serverless,MCQ,Buffer bursts before processing with consumers:,SQS|SNS|EventBridge|CloudWatch,0,SQS decouples and buffers workloads.,Easy
AWS Solutions Architect,Security,MCQ,You're designing a system—Vulnerability management for EC2/ECR images: (Scenario B),Macie|Inspector|GuardDuty|Shield,1,Inspector assesses EC2/ECR for vulnerabilities.,Medium
AWS Solutions Architect,Compute,MCQ,You're designing a system—Best choice for batch processing with managed Hadoop/Spark? (Prod Workload),EMR|Glue|Athena|Kinesis Data Streams,0,Amazon EMR provides managed frameworks for big data like Hadoop and Spark.,Medium
AWS Solutions Architect,Security,MCQ,Restrict KMS key use to specific VPC endpoints:,Key policy conditions|Security Group|NACL|EC2 role,0,Use kms:ViaService and VPC endpoint-related conditions.,Hard
AWS Solutions Architect,Compute,MCQ,"For a global app, Best choice for batch processing with managed Hadoop/Spark? (Project Alpha)",EMR|Glue|Athena|Kinesis Data Streams,0,Amazon EMR provides managed frameworks for big data like Hadoop and Spark.,Medium
AWS Solutions Architect,Security,MCQ,Architect's choice: Which service aggregates and normalizes security data from multiple sources? (Scenario C),Security Hub|CloudTrail|CloudWatch|X-Ray,0,Security Hub centralizes findings and standards.,Medium
AWS Solutions Architect,Security,TRUE_FALSE,CloudTrail logs write-level events on S3 can be enabled as data events.,True|False,0,Data events capture S3 object-level API activity.,Medium
AWS Solutions Architect,Security,MCQ,Best practice question: Restrict KMS key use to specific VPC endpoints: (Enterprise Policy),Key policy conditions|Security Group|NACL|EC2 role,0,Use kms:ViaService and VPC endpoint-related conditions.,Hard
AWS Solutions Architect,Security,TRUE_FALSE,S3 bucket policies can restrict by IP address and AWS principal.,True|False,0,Bucket policies allow conditions on principals and source IPs.,Easy
AWS Solutions Architect,Security,TRUE_FALSE,Best practice question: Shield Advanced adds additional DDoS protections and cost protection. (Disaster Recovery),True|False,0,Shield Advanced adds extra mitigations and credits.,Medium
AWS Solutions Architect,Storage,MCQ,"Architect's choice: Best storage for low-latency, block-level storage for EC2: (Dev/Test)",EFS|EBS|S3|Glacier,1,EBS is block storage for EC2.,Easy
AWS Solutions Architect,Serverless,MCQ,"For a global app, Validate and transform JSON payloads at the API layer: (Startup Use-Case)",Lambda|API Gateway mapping templates|S3|CloudFront,1,Mapping templates/Transformations in API Gateway.,Medium
AWS Solutions Architect,Storage,MCQ,Architect's choice: EBS snapshots are stored in: (Scenario C),EBS|S3|Glacier|EFS,1,Snapshots are stored in S3 internally (managed by AWS).,Medium
AWS Solutions Architect,Security,MCQ,"In a new workload, Encrypt EBS volumes by default across the account: (Cost-Optimization)",Per-volume only|Account default encryption|Use ACLs|S3 policy,1,You can enable EBS encryption by default.,Easy
AWS Solutions Architect,Storage,MCQ,"Online, accelerated transfer from on-prem NFS to S3:",DataSync|DMS|Snowmobile|Glue,0,AWS DataSync accelerates and automates transfers.,Medium
AWS Solutions Architect,Databases,MCQ,"In a new workload, Redshift RA3 nodes separate: (Scenario A)",Compute and storage|Compute only|Storage only|Networking,0,RA3 decouples compute and managed storage.,Medium
AWS Solutions Architect,Edge,MCQ,Architect's choice: Use CloudFront to: (Dev/Test),Encrypt EBS|Accelerate content delivery|Manage IAM|Run SQL,1,CloudFront caches content close to users.,Easy
AWS Solutions Architect,Compute,MCQ,Best service for long-running container workloads?,Lambda|Fargate|S3|CloudFront,1,Fargate runs containers without managing servers.,Easy
AWS Solutions Architect,Compute,MCQ,Which instance purchasing option gives dedicated physical servers?,Spot|Reserved Instances|Dedicated Hosts|On-Demand,2,Dedicated Hosts provide physical server control for compliance/licensing.,Medium
AWS Solutions Architect,Cost,TRUE_FALSE,"For a global app, S3 lifecycle policies can transition objects to cheaper storage based on age. (Startup Use-Case)",True|False,0,Lifecycle rules move objects to IA/Glacier classes.,Easy
AWS Solutions Architect,Storage,MCQ,S3 durability is:,99.9%|99.99%|99.999999999%|95%,2,S3 provides 11 nines durability.,Easy
AWS Solutions Architect,Networking,MCQ,Architect's choice: Share subnets/VPC constructs across accounts: (Scenario C),Resource Access Manager|STS|KMS|SNS,0,RAM shares resources across accounts.,Medium
AWS Solutions Architect,Integration,TRUE_FALSE,EventBridge can route events across accounts and regions.,True|False,0,EventBridge supports cross-account routing with proper setup.,Medium
AWS Solutions Architect,Edge,TRUE_FALSE,CloudFront supports origin failover between primary and secondary origins.,True|False,0,Origin failover increases availability.,Easy
AWS Solutions Architect,Databases,MCQ,DynamoDB accelerator for microsecond reads:,DAX|ElastiCache Memcached|Redis|Athena,0,DAX is a fully managed DynamoDB cache.,Medium
AWS Solutions Architect,Compute,MCQ,You're designing a system—Cheapest way to run ephemeral compute for periodic jobs? (Prod Workload),EC2 On-Demand|Lambda|Dedicated Hosts|Outposts,1,Lambda bills per request/duration and suits short jobs.,Easy
AWS Solutions Architect,DevOps,MCQ,Managed build service for compiling and testing code:,CodePipeline|CodeBuild|CodeDeploy|CodeCommit,1,CodeBuild builds and tests; CodePipeline orchestrates.,Easy
AWS Solutions Architect,Networking,MCQ,Best practice question: Protect applications from DDoS at the edge: (Disaster Recovery),GuardDuty|Shield|Macie|Inspector,1,AWS Shield provides DDoS protection (Standard/Advanced).,Medium
AWS Solutions Architect,Security,MCQ,You're designing a system—Which service aggregates and normalizes security data from multiple sources? (Prod Workload),Security Hub|CloudTrail|CloudWatch|X-Ray,0,Security Hub centralizes findings and standards.,Medium
AWS Solutions Architect,DevOps,MCQ,Automate code reviews with ML to improve code quality:,CodeGuru Reviewer|CodePipeline|CodeBuild|Inspector,0,CodeGuru Reviewer suggests improvements.,Medium
AWS Solutions Architect,Networking,MCQ,Best practice question: Allow IPv6 outbound for private subnets: (Disaster Recovery),Egress-only Internet Gateway|NAT Gateway|VPCE|IGW,0,Egress-only IGW enables outbound-only IPv6.,Medium
AWS Solutions Architect,Compute,MCQ,"To ensure graceful scale-in of containers, you configure:",Auto Scaling cooldowns|Container health checks & draining|Bigger instance types|Reserved capacity only,1,Draining ensures tasks finish before termination.,Medium
AWS Solutions Architect,Compute,MCQ,"You're designing a system—For predictable, steady-state workloads, the best EC2 pricing model is: (Prod Workload)",On-Demand|Spot|Reserved Instances/Savings Plans|Dedicated Hosts,2,RIs/Savings Plans offer significant discounts for steady usage.,Easy
AWS Solutions Architect,Compute,MCQ,"In a new workload, Which instance purchasing option gives dedicated physical servers? (Cost-Optimization)",Spot|Reserved Instances|Dedicated Hosts|On-Demand,2,Dedicated Hosts provide physical server control for compliance/licensing.,Medium
AWS Solutions Architect,Compute,MCQ,You're designing a system—Spot Instances are ideal for: (Scenario B),"Mission-critical DBs|Fault-tolerant, flexible workloads|Low-latency trading|Licensing servers",1,They are interruptible but cheap.,Easy
AWS Solutions Architect,Compute,TRUE_FALSE,EC2 Placement Groups can improve network performance between instances.,True|False,0,"Cluster placement groups place instances close for low-latency, high throughput.",Medium
AWS Solutions Architect,Storage,MCQ,Architect's choice: S3 Standard-IA is designed for: (Dev/Test),Hot data|Cold archives|Infrequent access|Transactional data,2,IA reduces cost with retrieval fees and lower storage price.,Easy
AWS Solutions Architect,Storage,MCQ,Serve static website globally with caching:,S3 + CloudFront|EFS|FSx|EBS,0,CloudFront caches content at edge locations.,Easy
AWS Solutions Architect,Networking,MCQ,Protect applications from DDoS at the edge:,GuardDuty|Shield|Macie|Inspector,1,AWS Shield provides DDoS protection (Standard/Advanced).,Medium
AWS Solutions Architect,Security,TRUE_FALSE,Architect's choice: S3 bucket policies can restrict by IP address and AWS principal. (Dev/Test),True|False,0,Bucket policies allow conditions on principals and source IPs.,Easy
AWS Solutions Architect,Networking,MCQ,Best service for publishing private APIs inside your VPC:,API Gateway Private|CloudFront|Direct Connect|S3 Website Hosting,0,Private REST APIs in API Gateway are accessible via VPC endpoints.,Medium
AWS Solutions Architect,Databases,MCQ,Redshift RA3 nodes separate:,Compute and storage|Compute only|Storage only|Networking,0,RA3 decouples compute and managed storage.,Medium
AWS Solutions Architect,Compute,TRUE_FALSE,You're designing a system—EC2 Auto Scaling can scale to zero instances natively. (Scenario B),True|False,1,Auto Scaling Groups keep at least the configured min capacity unless explicitly set to 0 in schedules/policies.,Medium
AWS Solutions Architect,Networking,MCQ,You're designing a system—Which DNS record maps a name to another name in AWS? (Prod Workload),A|AAAA|CNAME|PTR,2,CNAME aliases one name to another.,Easy
AWS Solutions Architect,Storage,MCQ,You're designing a system—S3 durability is: (Prod Workload),99.9%|99.99%|99.999999999%|95%,2,S3 provides 11 nines durability.,Easy
AWS Solutions Architect,Compute,MCQ,You're designing a system—Auto Scaling launches instances based on: (Prod Workload),Alarms & policies|Manual triggers only|Static count|Cron only,0,Uses CloudWatch metrics and policies.,Medium
AWS Solutions Architect,Databases,TRUE_FALSE,You're designing a system—RDS Multi-AZ provides automatic failover. (Scenario B),True|False,0,Standby promotes automatically on failure.,Easy
AWS Solutions Architect,Security,MCQ,Architect's choice: Secrets rotation for RDS credentials: (Scenario C),KMS|Secrets Manager|SSM Patch Manager|CloudHSM,1,Secrets Manager can rotate DB secrets automatically.,Easy
AWS Solutions Architect,Compute,MCQ,"Architect's choice: To ensure graceful scale-in of containers, you configure: (Scenario C)",Auto Scaling cooldowns|Container health checks & draining|Bigger instance types|Reserved capacity only,1,Draining ensures tasks finish before termination.,Medium
AWS Solutions Architect,Edge,MCQ,Architect's choice: Serve private S3 content via CloudFront: (Dev/Test),Public bucket|Origin Access Control/Identity|NAT|IGW,1,Use OAC/OAI to restrict direct S3 access.,Medium
AWS Solutions Architect,Networking,MCQ,"For a global app, Private connectivity to AWS services without public IPs: (Startup Use-Case)",NAT Gateway|VPC Endpoints|Internet Gateway|Peering,1,Interface/Gateway endpoints privately connect to services.,Medium
AWS Solutions Architect,Networking,MCQ,Architect's choice: Service to inspect and filter traffic at Layer 7 for ALBs: (Dev/Test),Security Group|NACL|WAF|Shield Advanced,2,WAF filters HTTP(S) traffic at L7.,Medium
